       Step     Time          Energy          fmax
MDMin:   51 11:58:31        4.761828        2.489781
MDMin:   52 11:58:31        4.632001        2.477995
MDMin:   53 11:58:31        4.506481        2.466723
MDMin:   54 11:58:31        4.385151        2.455962
MDMin:   55 11:58:31        4.267901        2.445682
MDMin:   56 11:58:31        4.154629        2.435644
MDMin:   57 11:58:31        4.045227        2.425980
MDMin:   58 11:58:31        3.939599        2.416640
MDMin:   59 11:58:31        3.837655        2.407569
MDMin:   60 11:58:31        3.739303        2.397992
MDMin:   61 11:58:31        3.644428        2.388488
MDMin:   62 11:58:31        3.552942        2.379131
MDMin:   63 11:58:31        3.464763        2.369900
MDMin:   64 11:58:31        3.379809        2.360783
MDMin:   65 11:58:31        3.298003        2.351777
MDMin:   66 11:58:31        3.219263        2.342885
MDMin:   67 11:58:31        3.143511        2.334117
MDMin:   68 11:58:31        3.070669        2.325484
MDMin:   69 11:58:31        3.000657        2.316999
MDMin:   70 11:58:32        2.933396        2.308361
MDMin:   71 11:58:32        2.868796        2.298468
MDMin:   72 11:58:32        2.806740        2.288768
MDMin:   73 11:58:32        2.747149        2.279273
MDMin:   74 11:58:32        2.689940        2.269993
MDMin:   75 11:58:32        2.635026        2.260598
MDMin:   76 11:58:32        2.582304        2.251411
MDMin:   77 11:58:32        2.531674        2.242463
MDMin:   78 11:58:32        2.483022        2.233756
MDMin:   79 11:58:32        2.436226        2.225292
MDMin:   80 11:58:32        2.391148        2.217072
MDMin:   81 11:58:32        2.347635        2.209092
MDMin:   82 11:58:32        2.305523        2.201349
MDMin:   83 11:58:32        2.264631        2.193836
MDMin:   84 11:58:32        2.224774        2.186547
MDMin:   85 11:58:32        2.185760        2.179472
MDMin:   86 11:58:32        2.147399        2.171630
MDMin:   87 11:58:32        2.109491        2.163612
MDMin:   88 11:58:32        2.071861        2.155778
MDMin:   89 11:58:32        2.034357        2.148116
MDMin:   90 11:58:32        1.996848        2.140614
MDMin:   91 11:58:32        1.959222        2.132540
MDMin:   92 11:58:32        1.921378        2.123916
MDMin:   93 11:58:32        1.883234        2.115428
MDMin:   94 11:58:32        1.844739        2.107070
MDMin:   95 11:58:32        1.805861        2.098836
MDMin:   96 11:58:32        1.766586        2.090723
MDMin:   97 11:58:32        1.726918        2.082043
MDMin:   98 11:58:32        1.686870        2.073197
MDMin:   99 11:58:32        1.646486        2.064477
MDMin:  100 11:58:32        1.605838        2.055885
       Step     Time          Energy          fmax
MDMin:    0 12:08:32    36745.214851   719091.369988
MDMin:    1 12:08:32     1887.644210      255.305353
MDMin:    2 12:08:32     1887.248724     7881.909293
MDMin:    3 12:08:32      654.151060     3832.164291
MDMin:    4 12:08:32      262.262212      325.841642
MDMin:    5 12:08:32      198.124442       69.352221
MDMin:    6 12:08:32      158.139211       37.359871
MDMin:    7 12:08:32      127.854749       23.029812
MDMin:    8 12:08:32      104.359777       15.633976
MDMin:    9 12:08:32       86.811088       11.116880
MDMin:   10 12:08:32       73.339853        7.830378
MDMin:   11 12:08:32       62.207726        5.972062
MDMin:   12 12:08:32       53.259006        4.790606
MDMin:   13 12:08:32       45.943290        4.037228
MDMin:   14 12:08:32       39.886072        3.563284
MDMin:   15 12:08:32       34.795753        3.217494
MDMin:   16 12:08:32       30.383671        2.746343
MDMin:   17 12:08:32       26.732236        2.484802
MDMin:   18 12:08:32       24.100846        2.416515
MDMin:   19 12:08:32       21.987265        2.402006
MDMin:   20 12:08:32       20.274338        2.406897
MDMin:   21 12:08:32       18.859592        2.419826
MDMin:   22 12:08:32       17.670182        2.436559
MDMin:   23 12:08:32       16.654436        2.454861
MDMin:   24 12:08:32       15.774608        2.473491
MDMin:   25 12:08:33       15.002545        2.492860
MDMin:   26 12:08:33       14.317255        2.512521
MDMin:   27 12:08:33       13.702626        2.532332
MDMin:   28 12:08:33       13.146211        2.552569
MDMin:   29 12:08:33       12.638359        2.573415
MDMin:   30 12:08:33       12.171488        2.594686
MDMin:   31 12:08:33       11.739549        2.615816
MDMin:   32 12:08:33       11.337716        2.633384
MDMin:   33 12:08:33       10.961846        2.642945
MDMin:   34 12:08:33       10.608258        2.643487
MDMin:   35 12:08:33       10.273890        2.637814
MDMin:   36 12:08:33        9.956415        2.629375
MDMin:   37 12:08:33        9.654116        2.620477
MDMin:   38 12:08:33        9.365690        2.612340
MDMin:   39 12:08:33        9.090100        2.604904
MDMin:   40 12:08:33        8.826423        2.597968
MDMin:   41 12:08:33        8.573827        2.592281
MDMin:   42 12:08:33        8.331648        2.587579
MDMin:   43 12:08:33        8.099270        2.583540
MDMin:   44 12:08:33        7.876118        2.579845
MDMin:   45 12:08:33        7.661647        2.575972
MDMin:   46 12:08:33        7.455330        2.570363
MDMin:   47 12:08:33        7.256572        2.562232
MDMin:   48 12:08:33        7.064786        2.553248
MDMin:   49 12:08:33        6.879566        2.543997
MDMin:   50 12:08:33        6.700584        2.534413
MDMin:   51 12:08:33        6.527533        2.523725
MDMin:   52 12:08:33        6.360077        2.512944
MDMin:   53 12:08:33        6.197971        2.502136
MDMin:   54 12:08:33        6.040987        2.491362
MDMin:   55 12:08:33        5.888913        2.480670
MDMin:   56 12:08:33        5.741549        2.470100
MDMin:   57 12:08:33        5.598706        2.459681
MDMin:   58 12:08:33        5.460204        2.449436
MDMin:   59 12:08:33        5.325872        2.439382
MDMin:   60 12:08:33        5.195541        2.429477
MDMin:   61 12:08:33        5.069050        2.419474
MDMin:   62 12:08:33        4.946226        2.409685
MDMin:   63 12:08:33        4.826917        2.400114
MDMin:   64 12:08:33        4.710973        2.390764
MDMin:   65 12:08:33        4.598245        2.381634
MDMin:   66 12:08:33        4.488582        2.372725
MDMin:   67 12:08:33        4.381830        2.364035
MDMin:   68 12:08:33        4.277828        2.355560
MDMin:   69 12:08:33        4.176408        2.347296
MDMin:   70 12:08:33        4.077385        2.339236
MDMin:   71 12:08:33        3.980555        2.331370
MDMin:   72 12:08:33        3.885687        2.323231
MDMin:   73 12:08:33        3.792496        2.314264
MDMin:   74 12:08:33        3.700627        2.305444
MDMin:   75 12:08:33        3.609707        2.295969
MDMin:   76 12:08:33        3.519255        2.285910
MDMin:   77 12:08:33        3.428701        2.275861
MDMin:   78 12:08:33        3.337395        2.265732
MDMin:   79 12:08:33        3.244578        2.255395
MDMin:   80 12:08:33        3.149428        2.244664
MDMin:   81 12:08:33        3.051194        2.233268
MDMin:   82 12:08:33        2.949579        2.220822
MDMin:   83 12:08:33        2.845479        2.206825
MDMin:   84 12:08:33        2.741843        2.190775
MDMin:   85 12:08:33        2.643299        2.172420
MDMin:   86 12:08:33        2.607810        2.151916
MDMin:   87 12:08:33        2.578495        2.130792
MDMin:   88 12:08:33        2.549942        2.108156
MDMin:   89 12:08:33        2.522046        2.084753
MDMin:   90 12:08:34        2.494687        2.061052
MDMin:   91 12:08:34        2.467730        2.037050
MDMin:   92 12:08:34        2.441035        2.001647
MDMin:   93 12:08:34        2.414314        1.968374
MDMin:   94 12:08:34        2.387456        1.931979
MDMin:   95 12:08:34        2.360290        1.890612
MDMin:   96 12:08:34        2.332617        1.856836
MDMin:   97 12:08:34        2.304433        1.822848
MDMin:   98 12:08:34        2.275634        1.787744
MDMin:   99 12:08:34        2.246112        1.745577
MDMin:  100 12:08:34        2.215667        1.696675
       Step     Time          Energy          fmax
MDMin:    0 12:55:31      363.925263      108.104121
MDMin:    1 12:55:32      297.646782       61.516316
MDMin:    2 12:55:32      242.433200       46.905511
MDMin:    3 12:55:32      201.415361       36.853110
MDMin:    4 12:55:32      169.006075       29.279286
MDMin:    5 12:55:32      142.912234        9.594622
MDMin:    6 12:55:32      135.488978        6.232464
MDMin:    7 12:55:32      126.840826       11.264184
MDMin:    8 12:55:32      115.228915       12.441961
MDMin:    9 12:55:32      101.873158       13.370406
MDMin:   10 12:55:32       96.222456       14.248793
MDMin:   11 12:55:32       83.393586       11.626836
MDMin:   12 12:55:32       72.836664        9.882529
MDMin:   13 12:55:32       63.651385        8.123203
MDMin:   14 12:55:32       55.456508        6.517007
MDMin:   15 12:55:32       48.160634        5.268855
MDMin:   16 12:55:32       41.854219        4.387609
MDMin:   17 12:55:32       36.604806        3.682997
MDMin:   18 12:55:32       32.241347        3.087978
MDMin:   19 12:55:32       28.571923        2.804375
MDMin:   20 12:55:32       25.672364        2.707406
MDMin:   21 12:55:32       23.428537        2.611132
MDMin:   22 12:55:32       21.611153        2.516449
MDMin:   23 12:55:32       20.087354        2.423825
MDMin:   24 12:55:32       18.775058        2.333619
MDMin:   25 12:55:32       17.621163        2.246106
MDMin:   26 12:55:32       16.590168        2.161487
MDMin:   27 12:55:32       15.657774        2.079905
MDMin:   28 12:55:32       14.807005        2.001450
MDMin:   29 12:55:32       14.025687        1.936810
MDMin:   30 12:55:32       13.308629        1.897712
MDMin:   31 12:55:32       12.655605        1.854706
MDMin:   32 12:55:32       12.056282        1.809226
MDMin:   33 12:55:32       11.502696        1.762383
MDMin:   34 12:55:32       10.988515        1.714950
MDMin:   35 12:55:32       10.508584        1.667412
MDMin:   36 12:55:32       10.058642        1.620045
MDMin:   37 12:55:32        9.635134        1.572997
MDMin:   38 12:55:32        9.235058        1.526346
MDMin:   39 12:55:32        8.855830        1.480144
MDMin:   40 12:55:32        8.495149        1.434437
MDMin:   41 12:55:32        8.150893        1.389285
MDMin:   42 12:55:32        7.821055        1.344767
MDMin:   43 12:55:32        7.503734        1.300987
MDMin:   44 12:55:32        7.197176        1.258076
MDMin:   45 12:55:32        6.899836        1.216191
MDMin:   46 12:55:32        6.610451        1.175517
MDMin:   47 12:55:32        6.328076        1.136256
MDMin:   48 12:55:32        6.052089        1.098621
MDMin:   49 12:55:32        5.782159        1.062823
MDMin:   50 12:55:32        5.518185        1.029062
MDMin:   51 12:55:32        5.260212        0.997523
       Step     Time          Energy          fmax
MDMin:    0 12:59:54      106.427709       39.450082
MDMin:    1 12:59:54       80.897946       22.397306
MDMin:    2 12:59:54       59.887923       14.073806
MDMin:    3 12:59:54       44.540880        9.075587
MDMin:    4 12:59:54       33.549328        6.251725
MDMin:    5 12:59:54       25.650431        4.577532
MDMin:    6 12:59:54       20.665730        3.453294
MDMin:    7 12:59:54       17.221522        3.026882
MDMin:    8 12:59:54       14.895340        2.740400
MDMin:    9 12:59:54       13.205067        2.536354
MDMin:   10 12:59:54       11.928662        2.382432
MDMin:   11 12:59:54       10.937630        2.260188
MDMin:   12 12:59:54       10.148738        2.158705
MDMin:   13 12:59:54        9.504215        2.071155
MDMin:   14 12:59:54        8.962990        1.993154
MDMin:   15 12:59:54        8.496123        1.921906
MDMin:   16 12:59:54        8.083481        1.855621
MDMin:   17 12:59:54        7.710935        1.793107
MDMin:   18 12:59:54        7.368277        1.733509
MDMin:   19 12:59:54        7.047931        1.676185
MDMin:   20 12:59:54        6.744240        1.620655
MDMin:   21 12:59:54        6.453063        1.566581
MDMin:   22 12:59:54        6.171504        1.513749
MDMin:   23 12:59:54        5.897664        1.462054
MDMin:   24 12:59:54        5.630402        1.411467
MDMin:   25 12:59:54        5.369115        1.362011
MDMin:   26 12:59:54        5.113561        1.313738
MDMin:   27 12:59:54        4.863750        1.266703
MDMin:   28 12:59:54        4.619880        1.220955
MDMin:   29 12:59:54        4.382284        1.176526
MDMin:   30 12:59:54        4.151389        1.133423
MDMin:   31 12:59:54        3.927644        1.091627
MDMin:   32 12:59:54        3.711444        1.051090
MDMin:   33 12:59:54        3.503059        1.011739
MDMin:   34 12:59:54        3.302576        0.973479
       Step     Time          Energy          fmax
MDMin:    0 13:08:48      449.290448      132.893759
MDMin:    1 13:08:48      368.012856       75.714842
MDMin:    2 13:08:48      300.233492       58.044305
MDMin:    3 13:08:48      249.931974       33.908178
MDMin:    4 13:08:48      241.472239       22.444666
MDMin:    5 13:08:48      237.094346       11.601059
MDMin:    6 13:08:48      228.866547       13.219623
MDMin:    7 13:08:48      209.343603       20.636637
MDMin:    8 13:08:48      187.814801       24.770441
MDMin:    9 13:08:48      166.764579       23.897435
MDMin:   10 13:08:48      152.907588       22.393696
MDMin:   11 13:08:48      131.796903       18.339623
MDMin:   12 13:08:48      115.286812       15.298926
MDMin:   13 13:08:48       99.913278       12.568211
MDMin:   14 13:08:48       86.406198       10.224783
MDMin:   15 13:08:48       74.569902        8.462363
MDMin:   16 13:08:48       64.468234        7.091422
MDMin:   17 13:08:48       55.972167        5.962349
MDMin:   18 13:08:48       48.825334        5.032755
MDMin:   19 13:08:48       42.818000        4.263339
MDMin:   20 13:08:48       37.769152        3.617551
MDMin:   21 13:08:48       33.509278        3.065903
MDMin:   22 13:08:48       29.881649        3.005425
MDMin:   23 13:08:48       27.162169        2.922923
MDMin:   24 13:08:48       25.011510        2.834827
MDMin:   25 13:08:48       23.243520        2.759668
MDMin:   26 13:08:48       21.751283        2.700326
MDMin:   27 13:08:48       20.467876        2.650377
MDMin:   28 13:08:48       19.348225        2.602674
MDMin:   29 13:08:48       18.360418        2.553680
MDMin:   30 13:08:48       17.481274        2.503306
MDMin:   31 13:08:48       16.693587        2.453169
MDMin:   32 13:08:48       15.984150        2.405094
MDMin:   33 13:08:48       15.342368        2.360302
MDMin:   34 13:08:48       14.759357        2.319210
MDMin:   35 13:08:48       14.227428        2.281573
MDMin:   36 13:08:49       13.739822        2.246747
MDMin:   37 13:08:49       13.290585        2.213939
MDMin:   38 13:08:49       12.874514        2.182373
MDMin:   39 13:08:49       12.487115        2.151374
MDMin:   40 13:08:49       12.124551        2.120405
MDMin:   41 13:08:49       11.783586        2.089058
MDMin:   42 13:08:49       11.461509        2.057042
MDMin:   43 13:08:49       11.156048        2.024158
MDMin:   44 13:08:49       10.865283        1.990281
MDMin:   45 13:08:49       10.587562        1.955343
MDMin:   46 13:08:49       10.321425        1.919329
MDMin:   47 13:08:49       10.065541        1.882265
MDMin:   48 13:08:49        9.818662        1.844221
MDMin:   49 13:08:49        9.579595        1.805307
MDMin:   50 13:08:49        9.347183        1.765678
MDMin:   51 13:08:49        9.120316        1.725523
MDMin:   52 13:08:49        8.897939        1.685069
MDMin:   53 13:08:49        8.679076        1.644565
MDMin:   54 13:08:49        8.462856        1.604275
MDMin:   55 13:08:49        8.248538        1.564463
MDMin:   56 13:08:49        8.035528        1.525377
MDMin:   57 13:08:49        7.823391        1.487236
MDMin:   58 13:08:49        7.611851        1.450222
MDMin:   59 13:08:49        7.400785        1.414471
MDMin:   60 13:08:49        7.190209        1.380078
MDMin:   61 13:08:49        6.980252        1.347098
MDMin:   62 13:08:49        6.771129        1.315556
MDMin:   63 13:08:49        6.563103        1.285462
MDMin:   64 13:08:49        6.356448        1.256814
MDMin:   65 13:08:49        6.151416        1.229615
MDMin:   66 13:08:49        5.948219        1.203874
MDMin:   67 13:08:49        5.747022        1.179617
MDMin:   68 13:08:49        5.547963        1.156889
MDMin:   69 13:08:49        5.351180        1.135752
MDMin:   70 13:08:49        5.156846        1.116291
MDMin:   71 13:08:49        4.965191        1.098601
MDMin:   72 13:08:49        4.776514        1.082789
MDMin:   73 13:08:49        4.591183        1.068967
MDMin:   74 13:08:49        4.409616        1.057243
MDMin:   75 13:08:49        4.232263        1.047718
MDMin:   76 13:08:49        4.059589        1.040477
MDMin:   77 13:08:49        3.892048        1.035585
MDMin:   78 13:08:49        3.730072        1.033079
MDMin:   79 13:08:49        3.574046        1.032961
MDMin:   80 13:08:49        3.424299        1.035197
MDMin:   81 13:08:49        3.281084        1.039715
MDMin:   82 13:08:49        3.144568        1.046404
MDMin:   83 13:08:49        3.014831        1.055116
MDMin:   84 13:08:49        2.891865        1.065671
MDMin:   85 13:08:49        2.839925        1.054794
MDMin:   86 13:08:49        2.788132        1.044219
MDMin:   87 13:08:49        2.736206        1.034232
MDMin:   88 13:08:49        2.684760        1.024769
MDMin:   89 13:08:49        2.634171        1.015784
MDMin:   90 13:08:49        2.584642        1.007240
MDMin:   91 13:08:49        2.536243        0.999106
MDMin:   92 13:08:49        2.488946        0.991353
MDMin:   93 13:08:49        2.442652        0.983957
MDMin:   94 13:08:49        2.397213        0.976892
MDMin:   95 13:08:49        2.352462        0.970135
MDMin:   96 13:08:49        2.308230        0.963660
MDMin:   97 13:08:49        2.264368        0.957444
MDMin:   98 13:08:49        2.220760        0.951464
MDMin:   99 13:08:49        2.177335        0.945697
MDMin:  100 13:08:49        2.134064        0.940124
